諧聲序,形序,聲-明細,聲形-聲,聲形-形,字類,聲-明細',聲序,聲旁,反切-小韻首字,反切-原貌,反切-周祖謨校,反切-余迺永校,反切-覈校說明,字頭-原貌,字頭-周祖謨校,字頭-余迺永校,字頭-覈校說明,字頭-補,廣韻反切原貌(覈校前),廣韻反切(覈校後),上字,下字,廣韻字頭原貌(覈校前),廣韻字頭(覈校後),廣韻釋義,釋義補充,廣韻字序,切韻擬音(poem版),切韻拼音(poem版),聲紐,呼,等,韻部(調整後),聲調,組,攝,韻部調整說明,廣韻韻部順序,廣韻韻部原貌(調整前),韻部原貌-平上去入相配爲平(調整前),韻部原貌-相配爲平並標A/B類(調整前),小韻-擬音相同(poem版擬音),開合分析(果攝/寒桓/嚴凡/咍灰/遇攝/通攝/臻攝),開合分析(幫組-歌戈/寒桓/唐/泰/咍灰/魂/模/冬/東一),開合分析(幫組-陽/嚴凡/元/廢/鍾/東三/尤/虞/文/微）,A/B類分析(與各組聲紐撘配),中古拼音(polyhedron 版),現代廣州音理論音,粵聲,粵韻,粵調,現代北京音理論音,京聲,京韻,京調,廣韻頁序,頁內字序,小韻序,小韻內字序,全王本切韻-補字,全王本切韻-字數,全王本切韻-反切,裴本切韻-反切,裴本切韻-字序,裴本切韻-字數,裴本切韻-補字,玉篇-原本玉篇殘卷/篆隸萬象名義,玉篇-是否見於原本玉篇殘卷,玉篇-宋本玉篇,經典釋文-拼音(poem版),經典釋文-反切,合併-廣韻,合併-廣韻反切,合併-切韻擬音(poem版),合併-切韻拼音(poem版),合併-中古拼音(polyhedron 版),上字',上字-切韻拼音(poem版),上字-聲紐,上字-呼,上字-等,上字-韻部,上字-聲調,上字-組,上字-攝,下字',下字-切韻拼音(poem版),下字-聲紐,下字-呼,下字-等,下字-韻部,下字-聲調,下字-組,下字-攝,對比-聲紐(上字/被切字),對比-呼(下字/被切字)(不涉及幫組),對比-呼(幫組下字/其他組被切字),對比-等(下字/被切字),對比-韻部(下字/被切字),對比-韻部A/B類(來紐下字/幫見影三組被切字),對比-韻部A/B類(知組下字/幫見影三組被切字),對比韻部A/B類(其他組下字/幫見影三組被切字),上字-切韻擬音(poem版),上字-中古拼音(polyhedron 版),下字-切韻擬音(poem版),下字-中古拼音(polyhedron 版),建議替換爲,是否聲旁,是否次級聲旁,聲形析微,先秦韻部（引自余迺永的《上古音系研究》）,資料引用-其他版本的字頭
19645,6,監,,臣人皿,會意,監,1010,監,古銜,,,,,,,,,,古銜,古銜,古,銜,監,監,領也察也說文云臨下也古銜切又古懺切五,,9722,kam,kam,見,開,二,銜,平,見,咸,,下平27,銜,銜,銜,,,,,,kram,gam1,g,am,1,jian1,j,ian,1,下平51右,14,1148,1,a㔋,5,古銜,古銜,1,5,5㔋,公衫,,公衫/公陷,kam/kamh/koamh,工杉1/工銜5/古咸1/古銜28/工陷1/古陷1/古懺1/鑒1/工暫2/古暫2/古蹔2/甲暫1,古銜：領也察也說文云臨下也古銜切又古懺切五/格懺：領也亦姓風俗通云衛康叔爲連屬之監其後氏焉又古銜切,古銜/格懺,kam/kamh,kam/kamh,kram/kramh,古,koq,見,開,一,模,上,見,遇,銜,gham,匣,開,二,銜,平,影,咸,,,,,,,,,koʔ,kox,ɦam,ghram,,聲旁,次級聲旁,⿱⿰臣人皿，與臨（⿱⿰臣人品）、臥（⿰臣人）可相參照,談,監
19818,78,並,並,足,,並,1024,並,白銜,,,,,,,,,,白銜,白銜,白,銜,𨂝,𨂝,步渡水白銜切一,,9726,bam,bam,並,開,二,銜,平,幫,咸,,下平27,銜,銜,銜,,,,,,bram,,,,,,,,,下平51右,18,1149,1,,,,,,,,,,,,,白銜：步渡水白銜切一,白銜,bam,bam,bram,白,baik,並,開,二,庚,入,幫,梗,銜,gham,匣,開,二,銜,平,影,咸,,,,,,,,,bajk,brak,ɦam,ghram,,,,,,𨂝
19590,297,𣢟,𣢟,山,,𣢟,1008,甘,口銜,,,,,,,,,,口銜,口銜,口,銜,嵌,嵌,嵌巖山也口銜切一,,9727,kham,kham,溪,開,二,銜,平,見,咸,,下平27,銜,銜,銜,,,,,,khram,,,,,,,,,下平51右,19,1150,1,,,,,,,,,,口銜,,,口銜：嵌巖山也口銜切一/才敢：開張山皃出蒼頡篇,口銜/才敢,kham/dzɒmʔ,kham/dzoamq,khram/zamx,口,khouq,溪,開,一,侯,上,見,流,銜,gham,匣,開,二,銜,平,影,咸,,,,,,,,,khowʔ,khux,ɦam,ghram,,,,,,嵌
19628,376,𠪚,𠪚,品,,嚴,1009,敢,語𩏩,,,,,,,,,,語𩏩,語𩏩,語,𩏩,嚴,嚴,嚴毅也威也敬也說文曰教令急也亦姓本姓莊避漢明帝諱改姓嚴語𩏩切二,,9728,ŋjɔm,ngjoom,疑,開,三,嚴,平,見,咸,,下平28,嚴,嚴,嚴,,嚴>開,,,,ngiam,yim4,y,im,4,yian2,y,ian,2,下平51右,20,1151,1,,2,語𩏩,語𩏩,1,1,,魚凡,是,魚杴/魚杴,ngam/ngeemq/ngjoom/tsrjoang,五銜1/魚檢7/儼1/如字6/莊2,語𩏩：嚴毅也威也敬也說文曰教令急也亦姓本姓莊避漢明帝諱改姓嚴語𩏩切二,語𩏩,ŋjɔm,ngjoom,ngiam,語,ngjooq,疑,開,三,魚,上,見,遇,𩏩,hjoom,曉,開,三,嚴,平,影,咸,,,,,,,,,ŋjɔʔ,ngiox,hjɔm,hiam,,,次級聲旁,似亦可視爲⿱嵒敢,談,嚴
20065,333,僉,僉,韋,,僉,1038,僉,虛嚴,,,,,,,,,,虛嚴,虛嚴,虛,嚴,𩏩,𩏩,胡被也虛嚴切五,,9730,hjɔm,hjoom,曉,開,三,嚴,平,影,咸,,下平28,嚴,嚴,嚴,,嚴>開,,,,hiam,,,,,,,,,下平51右,22,1152,1,,2,虚嚴,虚嚴,1,3,,呼斂,,呼斂,,,虛嚴：胡被也虛嚴切五/虛檢：胡被又音杴,虛嚴/虛檢,hjɔm/hɛmʔ,hjoom/heemq,hiam/hiemx,虛,hjoo,曉,開,三,魚,平,影,遇,嚴,ngjoom,疑,開,三,嚴,平,見,咸,,,,,,,,,hjɔ,hio,ŋjɔm,ngiam,,,,,,𩏩
21010,363,奄,奄,酉,,奄,1085,奄,於嚴,,,,,,,,,,於嚴,於嚴,於,嚴,醃,醃,鹽漬魚也於嚴切二,,9735,ʔjɔm,qjoom,影,開,三,嚴,平,影,咸,,下平28,嚴,嚴,嚴,,嚴>開,,,,qiam,yim1,y,im,1,yian1,y,ian,1,下平51右,27,1153,1,,1,於嚴,於嚴,1,1,,於紺,,於炎/於紺,,,央炎：鹽醃又葅也/於嚴：鹽漬魚也於嚴切二,央炎/於嚴,ʔɛm/ʔjɔm,qeem/qjoom,qiem/qiam,於,qjoo,影,開,三,魚,平,影,遇,嚴,ngjoom,疑,開,三,嚴,平,見,咸,,,,,,,,,ʔjɔ,qio,ŋjɔm,ngiam,,,,,,醃
20307,60,今,今,攴,,今,1055,今,丘嚴,,,,,,,欦,,,丘嚴,丘嚴,丘,嚴,㪁,㪁,㪁欹不齊丘嚴切又丘广切二,,9737,khjɔm,khjoom,溪,開,三,嚴,平,見,咸,,下平28,嚴,嚴,嚴,,嚴>開,,,,khiam,,,,,,,,,下平51右,29,1154,1,,1,丘嚴,丘嚴,1,1,,丘含,,丘含,,,巨金：持也/口含：敧多也/丘嚴：㪁欹不齊丘嚴切又丘广切二/丘釅：厓下也丘釅切二,巨金/口含/丘嚴/丘釅,gɨm/khom/khjɔm/khjɔmh,gim/khom/khjoom/khjoomh,gim/khom/khiam/khiamh,丘,khjou,溪,開,三,尤,平,見,流,嚴,ngjoom,疑,開,三,嚴,平,見,咸,,,,,,,,,khjɤw,khiu,ŋjɔm,ngiam,,,,,,㪁
21053,329,凡,,凡,整體,凡,1088,凡,符䒦,符咸,符䒦,符䒦,校,,,,,,符咸,符䒦,符,䒦,凡,凡,常也皆也輕也非一也又姓周公子凡伯之後姓苑云晉陵人符䒦切七,,9739,bwjɔm,bwjoom,並,合,三,凡,平,幫,咸,,下平29,凡,凡,凡,,凡>合,,幫組凡>合,,byam,fan4,f,an,4,fan2,f,an,2,下平51右,31,1155,1,a𩗋,6,符䒦,符䒦,1,8,7𩗋,扶嚴,,扶嚴,bwjoom,如字1,符䒦：常也皆也輕也非一也又姓周公子凡伯之後姓苑云晉陵人符䒦切七,符䒦,bwjɔm,bwjoom,byam,符,bwjo,並,合,三,虞,平,幫,遇,䒦,phwjoom,滂,合,三,凡,平,幫,咸,,,,,,,,,bwjo,byo,phwjɔm,phyam,,聲旁,次級聲旁,般服旁凰佩珮同从凡,侵,凡
22523,200,乏,乏,艸,,䒦,1171,乏,匹凡,,,,,,,,,,匹凡,匹凡,匹,凡,䒦,䒦,草浮水皃匹凡切二,,9746,phwjɔm,phwjoom,滂,合,三,凡,平,幫,咸,,下平29,凡,凡,凡,,凡>合,,幫組凡>合,,phyam,,,,,,,,,下平51右,38,1156,1,a氾,3,匹凡,匹凡,1,1,,孚劍,,孚劍,,,匹凡：草浮水皃匹凡切二/孚梵：草浮水皃又匹凡切,匹凡/孚梵,phwjɔm/phwjɔmh,phwjoom/phwjoomh,phyam/phyamh,匹,phjit,滂,開,三,真A,入,幫,臻,凡,bwjoom,並,合,三,凡,平,幫,咸,,,,,,,,,phjɨt,phjit,bwjɔm,byam,,,次級聲旁,,,䒦
16767,200,重,重,艸,,董,833,東,多動,,,,,,,,,,多動,多動,多,動,董,董,督也正也固也又姓飂叔安裔子董父實甚好龍帝舜嘉焉賜姓曰董出隴西濟陰二望多動切七,,9748,towŋʔ,tongq,端,開,一,東,上,端,通,,上01,董,東,東,,東一>開,,,,tungx,dung2,d,ung,2,dong3,d,ong,3,上02右,1,1157,1,,3,多動,多動,1,3,,,,德孔,,,多動：督也正也固也又姓飂叔安裔子董父實甚好龍帝舜嘉焉賜姓曰董出隴西濟陰二望多動切七,多動,towŋʔ,tongq,tungx,多,toa,端,開,一,歌,平,端,果,動,dongq,定,開,一,東,上,端,通,,,,,,,,,tɒ,ta,dowŋʔ,dungx,,,次級聲旁,,,董
16679,189,蒙,蒙,虫,,蒙,830,冡,莫孔,,,,,,,,,,莫孔,莫孔,莫,孔,蠓,蠓,列子曰蠛蠓生朽壤之上因雨而生覩陽而死莊子謂之醯雞莫孔切七,,9755,mowŋʔ,mongq,明,開,一,東,上,幫,通,,上01,董,東,東,,東一>開,幫組東一>開,,,mungx,,,,,,,,,上02左,6,1158,1,,3,莫孔,莫孔,1,4,,亡孔,,亡孔,mongq,莫孔1/無孔2,莫紅：蠛蠓似蚊又莫孔切/莫孔：列子曰蠛蠓生朽壤之上因雨而生覩陽而死莊子謂之醯雞莫孔切七,莫紅/莫孔,mowŋ/mowŋʔ,mong/mongq,mung/mungx,莫,moak,明,開,一,唐,入,幫,宕,孔,khongq,溪,開,一,東,上,見,通,,,,,,,,,mɒk,mak,khowŋʔ,khungx,,,,,,蠓
16478,123,孔,,子乙,會意,孔,824,孔,康董,,,,,,,,,,康董,康董,康,董,孔,孔,孔穴也又空也甚也亦姓殷湯之後本自帝嚳次妃簡狄吞乙卵生契賜姓子氏至成湯以其祖吞乙卵而生故名履字太天乙後代以子加乙始爲孔氏至宋孔父嘉遭華父督之難其子奔魯故孔子生於魯康董切二,,9762,khowŋʔ,khongq,溪,開,一,東,上,見,通,,上01,董,東,東,,東一>開,,,,khungx,hung2,h,ung,2,kong3,k,ong,3,上02左,13,1159,1,,1,康董,康董,1,1,,口董,,口董,,,康董：孔穴也又空也甚也亦姓殷湯之後本自帝嚳次妃簡狄吞乙卵生契賜姓子氏至成湯以其祖吞乙卵而生故名履字太天乙後代以子加乙始爲孔氏至宋孔父嘉遭華父督之難其子奔魯故孔子生於魯康董切二,康董,khowŋʔ,khongq,khungx,康,khoang,溪,開,一,唐,平,見,宕,董,tongq,端,開,一,東,上,端,通,,,,,,,,,khɒŋ,khang,towŋʔ,tungx,,聲旁,次級聲旁,擬爲kw-類,東,孔
16929,60,甬,甬,攴,,甬,838,用,先孔,,,,,,,,,,先孔,先孔,先,孔,㪌,㪌,搏擊先孔切三,,9764,sowŋʔ,songq,心,開,一,東,上,精,通,,上01,董,東,東,,東一>開,,,,sungx,,,,,,,,,上02左,15,1160,1,,2,先揔,先揔,1,2,,先孔,,先孔,,,先孔：搏擊先孔切三,先孔,sowŋʔ,songq,sungx,先,sen,心,開,四,先,平,精,山,孔,khongq,溪,開,一,東,上,見,通,,,,,,,,,sen,sen,khowŋʔ,khungx,,,,,,㪌
16864,117,同,同,人,,同,837,同,他孔,,,,,,,,,,他孔,他孔,他,孔,侗,侗,直也一曰長大他孔切四,,9767,thowŋʔ,thongq,透,開,一,東,上,端,通,,上01,董,東,東,,東一>開,,,,thungx,,,,,,,,,上02左,18,1161,1,,3,他孔,他孔,1,3,,吐公/勅動,,吐公/敕動,dong/dongh/thong/thongq,同2/洞1/吐功1/通2/勑動2/敕動1,徒紅：楊子法言云倥侗顓蒙/他紅：大也/他孔：直也一曰長大他孔切四,徒紅/他紅/他孔,dowŋ/thowŋ/thowŋʔ,dong/thong/thongq,dung/thung/thungx,他,thoa,透,開,一,歌,平,端,果,孔,khongq,溪,開,一,東,上,見,通,,,,,,,,,thɒ,tha,khowŋʔ,khungx,,,,,,侗
17010,330,悤,悤,糸,,悤,843,悤,作孔,,,,,緫,,,調整碼位,,作孔,作孔,作,孔,緫,總,聚束也合也皆也眾也作孔切十五,,9771,tsowŋʔ,tsongq,精,開,一,東,上,精,通,,上01,董,東,東,,東一>開,,,,cungx,zung2,z,ung,2,zong3,z,ong,3,上02左,22,1162,1,,,作孔,作孔,9,,,子孔/且公,,子孔,dzream/tsong/tsongq,讒1/子工1/子公1/子孔8/作孔1/作動1/摠10,作孔：聚束也合也皆也眾也作孔切十五,作孔,tsowŋʔ,tsongq,cungx,作,tsoak,精,開,一,唐,入,精,宕,孔,khongq,溪,開,一,東,上,見,通,,,,,,,,,tsɒk,cak,khowŋʔ,khungx,,,,,,緫
16477,261,項,項,水,,項,822,工,胡孔,,,,,,,,,,胡孔,胡孔,胡,孔,澒,澒,說文曰丹沙所化爲水銀也又濛澒大水胡孔切五,,9786,ɦowŋʔ,ghongq,匣,開,一,東,上,影,通,,上01,董,東,東,,東一>開,,,,ghungx,,,,,,,,,上02左,37,1163,1,,2,胡孔,胡孔,1,1,,胡動,,胡動,,,胡孔：說文曰丹沙所化爲水銀也又濛澒大水胡孔切五,胡孔,ɦowŋʔ,ghongq,ghungx,胡,gho,匣,開,一,模,平,影,遇,孔,khongq,溪,開,一,東,上,見,通,,,,,,,,,ɦo,gho,khowŋʔ,khungx,,,,,,澒
16275,200,翁,翁,艸,,翁,818,公,烏孔,,,,,,,,,,烏孔,烏孔,烏,孔,蓊,蓊,蓊鬱烏孔切九,,9791,ʔowŋʔ,qongq,影,開,一,東,上,影,通,,上01,董,東,東,,東一>開,,,,qungx,,,,,,,,,上02左,42,1164,1,,6,阿孔,阿孔,1,5,,烏公,,烏公/烏孔,qongq,烏孔1,烏紅：蓊鬱草木盛皃又烏桶切/烏孔：蓊鬱烏孔切九,烏紅/烏孔,ʔowŋ/ʔowŋʔ,qong/qongq,qung/qungx,烏,qo,影,開,一,模,平,影,遇,孔,khongq,溪,開,一,東,上,見,通,,,,,,,,,ʔo,qo,khowŋʔ,khungx,,,,,,蓊
19496,249,農,農,多,,農,1001,農,奴動,,,,,,,,,,奴動,奴動,奴,動,𨑊,𨑊,奴動切一,,9800,nowŋʔ,nongq,泥,開,一,東,上,端,通,,上01,董,東,東,,東一>開,,,,nungx,,,,,,,,,上03右,8,1165,1,,1,奴動,奴動,1,1,,奴動,,奴孔,,,女容：郺𨑊/奴動：奴動切一,女容/奴動,ɳjɔwŋ/nowŋʔ,nrjoong/nongq,nryung/nungx,奴,no,泥,開,一,模,平,端,遇,動,dongq,定,開,一,東,上,端,通,,,,,,,,,no,no,dowŋʔ,dungx,,,,,,𨑊
16634,299,奉,奉,玉,,奉,828,丰,邊孔,,,,,,,,,,邊孔,邊孔,邊,孔,琫,琫,佩刀飾也邊孔切四,,9801,powŋʔ,pongq,幫,開,一,東,上,幫,通,,上01,董,東,東,,東一>開,幫組東一>開,,,pungx,,,,,,,,,上03右,9,1166,1,,4,方孔,方孔,1,4,,補董,,布孔,pongq,必孔2,邊孔：佩刀飾也邊孔切四,邊孔,powŋʔ,pongq,pungx,邊,pen,幫,開,四,先,平,幫,山,孔,khongq,溪,開,一,東,上,見,通,,,,,,,,,pen,pen,khowŋʔ,khungx,,,,,,琫
16536,279,龍,龍,日,,龍,826,龍,力董,,,,,,,,,,力董,力董,力,董,曨,曨,曈曨力董切九,,9805,lowŋʔ,longq,來,開,一,東,上,來,通,,上01,董,東,東,,東一>開,,,,lungx,,,,,,,,,上03右,13,1167,1,,5,力董,力動,1,5,,力東,,力東,,,盧紅：日欲出也/力董：曈曨力董切九,盧紅/力董,lowŋ/lowŋʔ,long/longq,lung/lungx,力,ljik,來,開,三,蒸,入,來,曾,董,tongq,端,開,一,東,上,端,通,,,,,,,,,ljɨk,lik,towŋʔ,tungx,,,,,,曨
16425,21,貢,貢,口,,貢,822,工,呼孔,,,,,,,,,,呼孔,呼孔,呼,孔,嗊,嗊,羅嗊歌曲出告幼童文呼孔切二,,9814,howŋʔ,hongq,曉,開,一,東,上,影,通,,上01,董,東,東,,東一>開,,,,hungx,,,,,,,,,上03右,22,1168,1,,,,,,,,,,呼孔,,,呼孔：羅嗊歌曲出告幼童文呼孔切二,呼孔,howŋʔ,hongq,hungx,呼,ho,曉,開,一,模,平,影,遇,孔,khongq,溪,開,一,東,上,見,通,,,,,,,,,ho,ho,khowŋʔ,khungx,,,,,,嗊
16770,115,重,重,力,,動,833,東,徒摠,,,,,,,,,,徒摠,徒摠,徒,摠,動,動,躁也出也作也搖也徒摠切九,,9816,dowŋʔ,dongq,定,開,一,東,上,端,通,,上01,董,東,東,,東一>開,,,,dungx,dung6,d,ung,6,dong4,d,ong,4,上03右,24,1169,1,,5,徒揔,徒孔,1,5,,徒董,,徒孔,dongh/dongq/tongq,徒弄2/如字1/董1,徒摠：躁也出也作也搖也徒摠切九,徒摠,dowŋʔ,dongq,dungx,徒,do,定,開,一,模,平,端,遇,摠,tsongq,精,開,一,東,上,精,通,,,,,,,,,do,do,tsowŋʔ,cungx,,,次級聲旁,,,動
16631,200,奉,奉,艸,,奉,828,丰,蒲蠓,,,,,,,,,,蒲蠓,蒲蠓,蒲,蠓,菶,菶,蒲蠓切草盛皃又方孔切三,,9825,bowŋʔ,bongq,並,開,一,東,上,幫,通,,上01,董,東,東,,東一>開,幫組東一>開,,,bungx,,,,,,,,,上03右,33,1170,1,,2,蒲蠓,步孔,2,,,補動,,補動,bong/bongq/pongq,薄公1/薄孔1/布孔1,邊孔：草盛/蒲蠓：蒲蠓切草盛皃又方孔切三,邊孔/蒲蠓,powŋʔ/bowŋʔ,pongq/bongq,pungx/bungx,蒲,bo,並,開,一,模,平,幫,遇,蠓,mongq,明,開,一,東,上,幫,通,,,,,,,,,bo,bo,mowŋʔ,mungx,,,,,,菶
16747,106,重,重,肉,,重,833,東,之隴,,,,,,,,,,之隴,之隴,之,隴,腫,腫,疾也說文癰也釋名曰腫鍾也寒熱氣鍾聚也之隴切六,,9828,tɕjɔwŋʔ,tcjoongq,章,開,三,鍾,上,章,通,,上02,腫,鍾,鍾,之隴/職勇,鍾>開,,,,cjyungx,,,,,,,,,上03右,36,1171,1,,4,之隴,之隴,1,4,,之勇,,之勇,dcjoongq/tcjoongq,常勇1/之勇2/章勇5/諸勇1,之隴：疾也說文癰也釋名曰腫鍾也寒熱氣鍾聚也之隴切六,之隴,tɕjɔwŋʔ,tcjoongq,cjyungx,之,tcje,章,開,三,之,平,章,止,隴,ljoongq,來,開,三,鍾,上,來,通,,,,,,,,,tɕjɨ,cji,ljɔwŋʔ,lyungx,,,,,,腫
16546,306,龍,龍,宀,,龍,826,龍,丑隴,,,,,,,,,,丑隴,丑隴,丑,隴,寵,寵,寵愛也丑隴切三,,9834,ʈhjɔwŋʔ,thrjoongq,徹,開,三,鍾,上,知,通,,上02,腫,鍾,鍾,,鍾>開,,,,thryungx,cung2,c,ung,2,chong3,ch,ong,3,上03右,42,1172,1,,2,丑隴,丑隴,1,2,,丑冢,,丑冢,thrjoongq,丑隴1/如字1,丑隴：寵愛也丑隴切三,丑隴,ʈhjɔwŋʔ,thrjoongq,thryungx,丑,thrjouq,徹,開,三,尤,上,知,流,隴,ljoongq,來,開,三,鍾,上,來,通,,,,,,,,,ʈhjɤwʔ,thriux,ljɔwŋʔ,lyungx,,,,,,寵
16539,289,龍,龍,阜,,龍,826,龍,力踵,,,,,,,,,,力踵,力踵,力,踵,隴,隴,說文云天水大坂也亦州漢汧縣後魏置東秦州又改爲隴州因山名之力踵切三,,9837,ljɔwŋʔ,ljoongq,來,開,三,鍾,上,來,通,,上02,腫,鍾,鍾,,鍾>開,,,,lyungx,lung5,l,ung,5,long3,l,ong,3,上03右,45,1173,1,,3,力奉,力奉,1,3,,力鞏,是,力冢,ljoongq,力勇2,力踵：說文云天水大坂也亦州漢汧縣後魏置東秦州又改爲隴州因山名之力踵切三,力踵,ljɔwŋʔ,ljoongq,lyungx,力,ljik,來,開,三,蒸,入,來,曾,踵,tcjoongq,章,開,三,鍾,上,章,通,,,,,,,,,ljɨk,lik,tɕjɔwŋʔ,cjyungx,,,,,,隴
16489,47,雍,雍,手,,雍,825,邕,於隴,,,,,,,,,,於隴,於隴,於,隴,擁,擁,手擁說文作𢹬抱也又擁劒蟲形似蟹崔豹古今注云一名執火其螯赤故謂之執火於隴切三,,9840,ʔjɔwŋʔ,qjoongq,影,開,三,鍾,上,影,通,,上02,腫,鍾,鍾,,鍾>開,,,,qyungx,yung2,y,ung,2,yiong1,y,iong,1,上03左,2,1174,1,,3,於隴,於隴,1,3,,於勇,,於勇/於勇,qjoongq,於勇3,於隴：手擁說文作𢹬抱也又擁劒蟲形似蟹崔豹古今注云一名執火其螯赤故謂之執火於隴切三,於隴,ʔjɔwŋʔ,qjoongq,qyungx,於,qjoo,影,開,三,魚,平,影,遇,隴,ljoongq,來,開,三,鍾,上,來,通,,,,,,,,,ʔjɔ,qio,ljɔwŋʔ,lyungx,,,,,,擁
16841,306,宂,,宀人,會意,宂,836,宂,而隴,,,,,,,,,,而隴,而隴,而,隴,宂,宂,宂散也亦官名續漢志曰先臘一日大儺逐疫鬼宂從僕射將之逐鬼于禁中俗作冗而隴切十二,,9843,ȵjɔwŋʔ,njoongq,日,開,三,鍾,上,日,通,,上02,腫,鍾,鍾,,鍾>開,,,,njyungx,,,,,,,,,上03左,5,1175,1,,8,而隴,而隴,1,8,,如勇,,如勇,njoongq,如勇2,而隴：宂散也亦官名續漢志曰先臘一日大儺逐疫鬼宂從僕射將之逐鬼于禁中俗作冗而隴切十二,而隴,ȵjɔwŋʔ,njoongq,njyungx,而,nje,日,開,三,之,平,日,止,隴,ljoongq,來,開,三,鍾,上,來,通,,,,,,,,,ȵjɨ,nji,ljɔwŋʔ,lyungx,,聲旁,次級聲旁,,,宂
16736,117,東,東,人土,,重,833,東,直隴,,,,,,,,,,直隴,直隴,直,隴,重,重,多也厚也善也慎也直隴切又直龍直用二切四,,9855,ɖjɔwŋʔ,drjoongq,澄,開,三,鍾,上,知,通,,上02,腫,鍾,鍾,,鍾>開,,,,dryungx,cung5,c,ung,5,zhong4,zh,ong,4,上03左,17,1176,1,,4,直隴,直隴,1,3,,除龍/徒隴,,直冢/直容/直隴/直龍,dong/drjoong/drjoongh/drjoongq/0,童1/治恭1/治龍2/直容15/直恭7/直龍128/直用151/如字1/直勇14/直冢1/□龍1,直容：複也曡也直容切又直勇直用二切六/直隴：多也厚也善也慎也直隴切又直龍直用二切四/柱用：更爲也柱用切又直容切三,直容/直隴/柱用,ɖjɔwŋ/ɖjɔwŋʔ/ɖjɔwŋh,drjoong/drjoongq/drjoongh,dryung/dryungx/dryungh,直,drik,澄,開,三,蒸,入,知,曾,隴,ljoongq,來,開,三,鍾,上,來,通,,,,,,,,,ɖɨk,drik,ljɔwŋʔ,lyungx,,,次級聲旁,金文或省人或省土,東,重
16708,335,冢,,勹豖,會意,冢,832,冢,知隴,,,,,,,,,,知隴,知隴,知,隴,冢,冢,大也周禮天官冢宰說文曰高墳也釋名曰冢腫也象山頂之高腫起知隴切二,,9859,ʈjɔwŋʔ,trjoongq,知,開,三,鍾,上,知,通,,上02,腫,鍾,鍾,,鍾>開,,,,tryungx,cung2,c,ung,2,zhong3,zh,ong,3,上03左,21,1177,1,,2,知壠,知壠,1,2,,徵壠,,知隴,trjoongq,中勇1/竹奉1/竹勇1/張勇1,知隴：大也周禮天官冢宰說文曰高墳也釋名曰冢腫也象山頂之高腫起知隴切二,知隴,ʈjɔwŋʔ,trjoongq,tryungx,知,tree,知,開,三,支B,平,知,止,隴,ljoongq,來,開,三,鍾,上,來,通,,,,,,,,,ʈɛ,trie,ljɔwŋʔ,lyungx,,聲旁,次級聲旁,亦可視爲豖聲，豖聲旁是冢聲旁對應的入聲,,冢
16623,46,丰,丰,廾手,,奉,828,丰,扶隴,,,,,,,,,,扶隴,扶隴,扶,隴,奉,奉,與也獻也祿也說文承也扶隴切二,,9861,bwjɔwŋʔ,bwjoongq,並,合,三,鍾,上,幫,通,,上02,腫,鍾,鍾,,鍾>合,,幫組鍾>合,,byungx,fung6,f,ung,6,feng4,f,eng,4,上03左,23,1178,1,,1,扶隴,扶隴,1,1,,扶拱,,扶拱,bwjoong/bwjoongh/bwjoongq/phongq/phwjoongq,扶恭1/扶用2/符用1/如字4/芳孔1/孚勇1/芳勇33/捧1,扶隴：與也獻也祿也說文承也扶隴切二,扶隴,bwjɔwŋʔ,bwjoongq,byungx,扶,bwjo,並,合,三,虞,平,幫,遇,隴,ljoongq,來,開,三,鍾,上,來,通,,,,,,,,,bwjo,byo,ljɔwŋʔ,lyungx,,,次級聲旁,,東,奉
16626,47,奉,奉,手,,奉,828,丰,敷奉,,,,,,,,,,敷奉,敷奉,敷,奉,捧,捧,兩手承也敷奉切一,,9863,phwjɔwŋʔ,phwjoongq,滂,合,三,鍾,上,幫,通,,上02,腫,鍾,鍾,,鍾>合,,幫組鍾>合,,phyungx,pung2,p,ung,2,peng3,p,eng,3,上03左,25,1179,1,,1,敷隴,敷隴,1,1,,孚勇,,孚勇,bwjoong/bwjoongq/phwjoongq,扶恭1/奉1/芳勇2/敷勇1,敷奉：兩手承也敷奉切一,敷奉,phwjɔwŋʔ,phwjoongq,phyungx,敷,phwjo,滂,合,三,虞,平,幫,遇,奉,bwjoongq,並,合,三,鍾,上,幫,通,,,,,,,,,phwjo,phyo,bwjɔwŋʔ,byungx,,,,,,捧
16945,115,甬,甬,力,,勇,838,用,余隴,,,,,,,,,,余隴,余隴,余,隴,勇,勇,猛也說文作勈气也余隴切十五,,9864,jɔwŋʔ,yjoongq,以,開,三,鍾,上,以,通,,上02,腫,鍾,鍾,,鍾>開,,,,jyungx,yung5,y,ung,5,yiong3,y,iong,3,上03左,26,1180,1,,10,餘隴,餘隴,1,9,,瑜種,,俞種,,,余隴：猛也說文作勈气也余隴切十五,余隴,jɔwŋʔ,yjoongq,jyungx,余,yjoo,以,開,三,魚,平,以,遇,隴,ljoongq,來,開,三,鍾,上,來,通,,,,,,,,,jɔ,jo,ljɔwŋʔ,lyungx,,,次級聲旁,,,勇
